"ratio","n_up","n_down","seed","method","TPR_BH","FDR_BH","n_called","AUC","typeI_raw","power_raw"
"1:1",1000,1000,117,"QN",0.512,0.0517560073937153,1082,0.950583403954802,0.0392655367231638,0.764
"1:1",1000,1000,117,"Angel",0.513,0.0517560073937153,1082,0.950580773305085,0.0392655367231638,0.765
"1:1",1000,1000,117,"TDM",0.3955,0.0087719298245614,798,0.968540289548023,0.0132768361581921,0.7355
"1:1",1000,1000,117,"MMR",0.6875,0.0619469026548673,1469,0.948644632768362,0.0545197740112994,0.839
"1:1",1000,1000,117,"ComBat",0.8045,0.116419549697968,1821,0.969169332627119,0.083545197740113,0.9005
"1:1",1000,1000,117,"ComBat_seq",0.721,0.0354515050167224,1495,0.941906108757062,0.0436440677966102,0.8155
"1:1",1000,1000,117,"RNABC",0.856,0.101312335958005,1905,0.97368188559322,0.0860169491525424,0.934
"1:1",1000,1000,117,"limma",0.872,0.144678764100049,2039,0.971759445621469,0.103036723163842,0.9375
"1:1",1000,1000,117,"MNN",0.701,0.335386072951208,2111,0.907056214689266,0.156497175141243,0.829
"2:1",1333,667,117,"QN",0.5535,0.0481099656357388,1164,0.948029413841808,0.0384180790960452,0.7795
"2:1",1333,667,117,"Angel",0.554,0.0481099656357388,1164,0.94803603460452,0.0382768361581921,0.78
"2:1",1333,667,117,"TDM",0.4385,0.0101580135440181,886,0.965005084745763,0.0136299435028249,0.7345
"2:1",1333,667,117,"MMR",0.6905,0.0611413043478261,1472,0.941381603107345,0.0547316384180791,0.8315
"2:1",1333,667,117,"ComBat",0.8195,0.199316072300928,2047,0.96114572740113,0.115748587570621,0.9025
"2:1",1333,667,117,"ComBat_seq",0.762,0.0409062303335431,1589,0.952298905367232,0.0461158192090395,0.8495
"2:1",1333,667,117,"RNABC",0.8815,0.171911695631752,2129,0.968229166666667,0.122669491525424,0.9305
"2:1",1333,667,117,"limma",0.867,0.220674157303371,2225,0.961727595338983,0.132203389830508,0.925
"2:1",1333,667,117,"MNN",0.717,0.0639686684073107,1532,0.959168079096045,0.0574858757062147,0.874
"3:1",1500,500,117,"QN",0.562,0.0934730056406124,1241,0.928302560028249,0.0655367231638418,0.7715
